Date,Open,High,Low,Close,Volume
2025-03-12,160.41758556434826,163.27555912376695,159.96888579924152,161.75390625,2003000
2025-03-13,161.90997622407284,163.42186536439525,154.3309584194924,155.5599822998047,1832900
2025-03-14,156.94507433427614,157.25721588301565,154.8089170054692,157.24746704101562,1887500
2025-03-17,158.26190365692435,163.67548792979295,157.62788657573483,162.7585906982422,2279300
2025-03-18,162.46595567378566,163.95834710931476,160.51511563950154,160.7492218017578,1340200
2025-03-19,160.7492218017578,161.92947168761188,158.85690458710567,160.7492218017578,1674500
2025-03-20,160.58340500097685,161.43201566797913,158.2131265782163,160.40782165527344,1445800
2025-03-21,159.2860863309605,159.8810931164264,155.97941318123435,158.11558532714844,3094000
2025-03-24,158.50575786913373,162.3391515152559,157.71567001130575,162.03677368164062,1300500
2025-03-25,162.20259460806938,164.5533605157717,160.21274424212208,161.6856231689453,1661800
2025-03-26,162.1050652576635,164.4070572387037,162.1050652576635,164.30950927734375,1630100
2025-03-27,164.31926918272197,165.39222231408542,161.3930090147198,161.77342224121094,1665700
2025-03-28,162.78785131674582,163.25604877263333,159.100764723708,160.24200439453125,1309300
2025-03-31,159.6469911631022,162.68054798788773,159.55920693434513,161.9977569580078,2409200
2025-04-01,162.54399344742606,163.38285526983225,159.65674360545893,162.378173828125,1483200
2025-04-02,161.74415442763092,166.66026476643094,161.50029942328368,166.22132873535156,1417900
2025-04-03,159.71527293384125,160.94429675088784,148.1467913720344,149.41482543945312,3770000
2025-04-04,144.24513415638188,147.00557492122212,139.24122410694295,142.46011352539062,3680100
2025-04-07,136.5587970104099,146.82996819485183,134.7152538461185,139.8166961669922,3557400
2025-04-08,144.85962689818004,146.31300813715148,135.1249389242323,136.91970825195312,2703600
2025-04-09,135.78822200757412,150.44878312091134,132.98875654315412,149.41482543945312,4323400
2025-04-10,146.31301727903633,148.26385750942347,139.58262443769257,144.05979919433594,2325500
2025-04-11,143.16240742471174,145.35710257582474,138.8022785338023,144.5572509765625,1713000
2025-04-14,147.26891988986458,148.1565557370434,145.03521444975834,146.1862030029297,1406900
2025-04-15,145.9228436531725,148.0102419393562,145.19127862459789,145.698486328125,1203500
2025-04-16,145.58145085778511,147.51277850071543,143.23068482962793,144.41094970703125,1435900
2025-04-17,145.42537288172582,148.33213537098257,145.17176902477672,146.7031707763672,1267300
2025-04-21,144.6548009278802,145.0742244183428,142.25526098079393,143.5818328857422,1701000
2025-04-22,145.66923380336092,148.4394233084474,144.36217444467314,147.0055694580078,1495900
2025-04-23,149.22952485958794,154.40900315374304,149.092966642399,149.51239013671875,1862300
2025-04-24,148.88811791679578,153.43357898539622,148.10777888914777,152.36061096191406,1696800
2025-04-25,152.48742050567674,153.89202778028815,151.71683031964983,152.80931091308594,1421800
2025-04-28,153.05316737829614,155.1113043297162,152.34110000801508,154.61383056640625,1551700
2025-04-29,153.31651130235284,154.5748114606027,151.48273178924111,152.94586181640625,1284300
2025-04-30,151.65830491678042,154.0188196472227,149.3953381446433,153.51161193847656,2279600
2025-05-01,154.34069763506622,156.8963080765633,153.1409352398032,154.9649658203125,1365700
2025-05-02,157.1596692271552,158.43746707494705,155.83309740150364,157.793701171875,1321300
2025-05-05,156.71098586493704,158.23263873299172,156.36958290035082,156.90606689453125,991100
2025-05-06,155.85261899120107,157.40353334431083,154.36022746141933,156.2330322265625,1139400
2025-05-07,156.92557388906638,159.51043092777203,156.6231960713757,157.50106811523438,1629300
2025-05-08,157.92050273585596,160.32979148963452,156.4086135405014,159.0032196044922,1387000
2025-05-09,159.33487327243665,161.03209465676724,158.5057602652499,159.17880249023438,1612100
2025-05-12,165.23614797728436,167.90880423135536,165.14836374622828,167.22601318359375,2804900
2025-05-13,163.62671388690134,163.8705689001456,156.53540593431404,156.9255828857422,3838100
2025-05-14,156.89630992869078,157.93025272736094,154.32120177368535,157.2181854248047,2179200
2025-05-15,157.38402189215427,159.43239494810402,156.98409612275648,159.02272033691406,1279200
2025-05-16,159.50069242460793,161.37349715430017,158.55453377543697,161.0613555908203,1352600
2025-05-19,158.78861250064736,160.94429721214726,158.37893789379106,160.44683837890625,1591400
2025-05-20,159.44217439626726,159.60799402545322,157.8912451421552,158.93495178222656,1661800
2025-05-21,157.50107682052385,158.01804825683865,154.07735779976804,154.23341369628906,2158200
2025-05-22,154.09684258513911,155.169810504878,152.1265049634041,154.0675811767578,1903800
2025-05-23,152.39962405681075,154.11635787499785,152.21429187796969,152.91659545898438,1268500
2025-05-27,154.66259697668858,156.90606601374958,153.3750502816116,156.2720489501953,1929600
2025-05-28,156.27204702679705,157.26696472501567,154.9552240541107,157.24746704101562,1488400
2025-05-29,157.73517625718466,160.5931497403246,157.25721509447206,159.21780395507812,1337300
2025-05-30,158.12535770545614,159.27634631347058,157.0426407669312,159.061767578125,3546200
2025-06-02,158.1448589692866,158.92518310970488,155.6282734303695,158.9056854248047,1156200
2025-06-03,158.4277197630262,159.6957687809848,157.31574152223484,157.80345153808594,1651900
2025-06-04,157.54985156821948,158.45698507585428,156.44762214245645,157.6473846435547,994700
2025-06-05,157.64737773836123,157.96926812869881,156.47687669950616,156.79876708984375,1065900
2025-06-06,158.19360582817183,158.75935120482202,156.6719530348434,158.11558532714844,1303800
2025-06-09,157.8092415001498,159.81533181707252,157.52264855254512,158.5306396484375,1139000
2025-06-10,158.11558459257782,159.22238885942116,157.38429458536936,158.99510192871094,1328400
2025-06-11,159.5188661354823,159.99320868953666,157.14713828613262,157.81912231445312,1486300
2025-06-12,157.44360207389607,157.49300113128317,156.08972711434117,156.91983032226562,1565000
2025-06-13,155.6252643257486,156.23797248719023,153.60929719982587,155.05209350585938,2090700
2025-06-16,156.30713999778501,157.8388877806314,155.38810037552372,156.00079345703125,1753200
2025-06-17,155.91185015197888,156.64312506743468,154.58762069387075,155.27938842773438,1388000
2025-06-18,155.2794013271088,156.70244409464323,154.40976072937593,155.249755859375,1476100
2025-06-20,155.9711419952318,156.99888664848942,154.8050317311302,155.41773986816406,2806500
2025-06-23,155.73396409680822,157.6807634273815,154.08363450147888,157.2064208984375,1340500
2025-06-24,157.71041993440946,159.01488082917803,156.9099621485643,158.2341766357422,1559200
2025-06-25,157.70053634020783,158.09581927844954,155.20033481208915,155.54620361328125,1380400
2025-06-26,156.08972815207468,158.8567539426296,155.73396747787368,158.70852661132812,1788200
2025-06-27,158.93581063654187,160.1809654339156,157.611596237562,158.6096954345703,2029000
2025-06-30,158.45158655742085,159.034634193301,156.13914960628128,158.86663818359375,2060200
2025-07-01,158.45157478738793,163.8176302195431,158.11558279293143,162.33529663085938,1772300
2025-07-02,162.45387561607254,164.37102943614204,161.23836631701653,163.8867950439453,1589400
2025-07-03,164.22279736837757,165.8336047662443,163.73857802478162,164.77621459960938,925300
2025-07-07,164.0152766175873,165.9225386544613,162.29576417450474,163.09622192382812,1277600
2025-07-08,162.33529772535144,163.5804525197731,161.23837025916674,161.5249481201172,1790400
2025-07-09,162.68117624791438,162.7997731966746,161.00120108474522,161.01107788085938,1427100
2025-07-10,161.07037426080583,162.71081198324407,160.84307225207303,161.5249481201172,1061500
2025-07-11,160.09202629926585,160.50707789129322,159.06428165411378,159.844970703125,1112300
2025-07-14,159.42993210923916,160.64544151920967,158.80734713090098,160.5169677734375,1434000
2025-07-15,161.02096106689447,161.02096106689447,157.45347758204602,158.04640197753906,1532200
2025-07-16,158.84686971190177,160.0030880791677,157.47324121618485,159.56826782226562,1438900
2025-07-17,159.78568610028165,161.25812786098115,159.44969409520314,160.8134307861328,1054200
2025-07-18,160.9814320534854,161.88071810743932,160.14145201331803,160.94190979003906,950800
2025-07-21,161.16919161311554,162.93811819747773,160.49720760232773,161.831298828125,1502800
2025-07-22,161.79177758844602,163.9065729873458,161.49530784336935,163.6199951171875,1654000
2025-07-23,164.4006874788097,164.8058623025192,163.16540941560606,163.78799438476562,1040600
2025-07-24,163.40258754742564,164.94421215119073,162.85906218607823,163.01718139648438,1339300
2025-07-25,163.5804525031867,165.2505507701801,162.33529770889132,165.141845703125,1374700
2025-07-28,164.81573820885816,165.54702824679515,163.15553173883188,163.33340454101562,1090200
2025-07-29,164.91456941011714,166.17949295611928,164.14375709549327,166.10043334960938,1125600
2025-07-30,166.3672537514124,166.73289122878836,162.4044721176941,163.51129150390625,1085200
2025-07-31,162.31553561202523,164.04492488034208,161.50518597405656,161.86094665527344,1739400
2025-08-01,161.03083619672924,161.4261342020461,157.81911341403043,158.78756713867188,2149800
2025-08-04,159.41015600362047,163.274109281068,158.60969825684577,162.00918579101562,1847300
2025-08-05,158.10570824031723,167.5629888291577,158.10570824031723,167.31593322753906,2645200
2025-08-06,167.99781059646537,169.5493270264016,165.32961309104286,165.55690002441406,1844700
2025-08-07,166.80205818061347,166.9008864557515,163.15553006163168,164.39080810546875,1399500
2025-08-08,164.38091555726692,165.24067932602907,162.86893644412905,162.98751831054688,1109100
2025-08-11,162.5724576440152,163.66938508451616,161.36682513899336,163.25433349609375,1190800
2025-08-12,164.07457296146922,167.42464648002402,163.42234252233303,167.2270050048828,1242600
2025-08-13,167.29615988679103,170.8438896870896,167.11828709654844,170.5572967529297,1660300
2025-08-14,169.43072781627816,170.49800981998533,168.48204275458988,170.16201782226562,1889000
2025-08-15,170.4090782960692,171.3577633848876,169.20344572475943,171.2391815185547,1581600
2025-08-18,171.34789063056695,172.0594120035019,170.27073177509635,170.5276641845703,1187900
2025-08-19,170.557305213389,174.06549784827226,170.06319399943578,172.82034301757812,1907500
2025-08-20,173.0871538856965,173.43303777043099,171.42694742875736,172.0791778564453,1017400
2025-08-21,171.13047299727495,172.13846407801162,170.41895165546993,171.3874053955078,810700
2025-08-22,172.89939824674644,175.80475944485715,172.02975770688687,174.4805450439453,1313800
2025-08-25,174.50031716932287,175.35018905581057,173.86785542210487,174.3323211669922,1408400
2025-08-26,174.29278653209224,175.70595245928783,173.92714905540564,174.74737548828125,2020200
2025-08-27,174.53984640642452,176.51629133034854,174.32243625846664,176.07159423828125,1754600
2025-08-28,176.89181317817963,177.42544665018005,174.99442794128845,177.24757385253906,1438700
2025-08-29,177.88004189958997,178.8484956833459,177.30687106620195,178.5322723388672,1716900
2025-09-02,175.37983085077514,177.10922005389557,174.92524191116095,176.76333618164062,2825700
2025-09-03,176.5558200791448,178.1270900982031,175.74547046182275,177.74168395996094,1590500
2025-09-04,178.69038842270743,179.77742405672979,177.5835690387116,179.38214111328125,2103600
2025-09-05,180.6470562150288,182.60373232841482,178.68048822711668,180.10353088378906,1829500
2025-09-08,179.6291968596069,180.77552342811242,177.9887439927975,180.40000915527344,2369300
2025-09-09,179.4499969482422,180.3800048828125,178.14999389648438,179.38999938964844,1889400
2025-09-10,178.91000366210938,179.8699951171875,177.99000549316406,179.22999572753906,2223300
