Date,Open,High,Low,Close,Volume
2025-01-28,4644.52515760315,4725.499198324097,4634.4803712650055,4659.025390625,331000
2025-01-29,4679.791409639098,4718.030557886577,4663.093316406032,4696.001953125,179100
2025-01-30,4763.111648632099,4763.111648632099,4674.310594824982,4748.18408203125,237000
2025-01-31,4769.735628969908,4803.549434513065,4685.240934908297,4711.61572265625,245200
2025-02-03,4644.614600833891,4716.88656073633,4580.209478827679,4667.2001953125,251600
2025-02-04,4644.932397102263,4702.674498216074,4630.372920573595,4653.31640625,261800
2025-02-05,4662.754844442573,4752.510606805147,4658.4183715488225,4673.65478515625,218600
2025-02-06,4704.733566546016,4820.456204234902,4703.977476044845,4753.53466796875,428000
2025-02-07,4858.148841366119,5044.9206880638585,4842.336011278841,4860.705078125,430600
2025-02-10,4935.532647706968,4959.689667107797,4879.123535665018,4886.572265625,191800
2025-02-11,4869.247133391979,4904.771243408709,4836.964937125307,4870.5,177400
2025-02-12,4850.32190743829,4993.165721435457,4850.32190743829,4990.62939453125,198900
2025-02-13,5031.752785463567,5051.275168935857,4957.014427345321,4981.27099609375,224400
2025-02-14,5057.590683223705,5057.590683223705,4948.292622763818,5016.775390625,202500
2025-02-18,5080.524108239156,5136.714694931044,5032.6476033603185,5113.72119140625,277900
2025-02-19,5140.315569868348,5140.315569868348,5015.403287107911,5082.61328125,187200
2025-02-20,5082.006280327468,5082.006280327468,4948.560918450145,4990.74853515625,301600
2025-02-21,5184.919349621984,5253.07384066912,4942.831998452589,4963.3095703125,724500
2025-02-24,4976.596482419252,5074.984884657079,4970.738601988497,5021.4296875,350200
2025-02-25,5062.125994394954,5062.125994394954,4924.8020743979705,5006.263671875,359000
2025-02-26,5030.30077846847,5100.9119598190555,4997.481496995662,5006.97900390625,257200
2025-02-27,5014.497306895727,5018.505508986993,4889.724413542918,4891.1962890625,209600
2025-02-28,4911.106568323224,4988.5400390625,4869.29675775542,4988.5400390625,305400
2025-03-03,4988.540273567397,5027.068352342588,4887.1886999696035,4919.06298828125,351900
2025-03-04,4822.862956508742,4940.7441204821735,4764.405068145053,4871.57470703125,389700
2025-03-05,4867.805310707435,4922.3749404236205,4815.722475746054,4890.5302734375,213100
2025-03-06,4789.635589634892,4845.030750940954,4660.586434465763,4670.25341796875,305600
2025-03-07,4662.659754795748,4709.179397213494,4585.655467257273,4657.30810546875,296900
2025-03-10,4567.398127109048,4567.398127109048,4390.767442835709,4435.72216796875,360800
2025-03-11,4384.877826646488,4414.206790010546,4293.20443967435,4338.4384765625,403400
2025-03-12,4399.816902854055,4407.091603658493,4285.850320866983,4385.38671875,305700
2025-03-13,4366.97984115329,4385.386536530907,4264.682954031653,4280.6279296875,319100
2025-03-14,4346.978986803945,4450.123046875,4338.209444936302,4450.123046875,252900
2025-03-17,4458.7434867258635,4591.884137724642,4446.426128637132,4547.69677734375,284200
2025-03-18,4543.939167969217,4549.709294559587,4401.470859368994,4456.1318359375,286100
2025-03-19,4432.892149274533,4621.580833427013,4432.892149274533,4576.09814453125,278400
2025-03-20,4553.316341004418,4636.688779893231,4531.62119119435,4573.24755859375,239300
2025-03-21,4515.74668686033,4629.135179641156,4442.001175263007,4601.380859375,574400
2025-03-24,4658.105136408927,4711.6999667428745,4641.432692253417,4693.52294921875,232000
2025-03-25,4706.438958407674,4778.101330242604,4706.438958407674,4761.47900390625,264900
2025-03-26,4761.568126473301,4765.554370195757,4715.78617571314,4747.77587890625,179300
2025-03-27,4723.6988045903045,4790.807061852577,4598.112176823593,4736.45458984375,194000
2025-03-28,4736.455070199562,4736.455070199562,4613.67904322705,4618.30322265625,185400
2025-03-31,4507.256018894217,4610.130989271101,4425.587652041184,4591.06689453125,359400
2025-04-01,4556.366462330995,4677.827687776325,4514.162492933316,4669.6357421875,222000
2025-04-02,4608.5263155503235,4713.334547946963,4608.5263155503235,4673.1728515625,193400
2025-04-03,4473.8014425366955,4508.202258852876,4368.38495440293,4435.22412109375,394300
2025-04-04,4307.355932741775,4497.728759095535,4269.287109375,4269.287109375,508500
2025-04-07,4155.738975145613,4448.568289749956,4093.284578101427,4230.08251953125,558400
2025-04-08,4359.963803126322,4415.2729347709555,4115.378165370668,4149.8291015625,350900
2025-04-09,4111.990273971744,4637.805641685553,4082.1430771499918,4600.4443359375,602600
2025-04-10,4510.036595349802,4543.172248867452,4358.798243735122,4479.18310546875,423300
2025-04-11,4492.7160901294155,4627.710193582568,4419.687833329153,4570.75634765625,305000
2025-04-14,4685.531124471581,4685.531124471581,4531.781418396299,4541.1689453125,288100
2025-04-15,4584.170744563945,4601.630025676013,4508.531377418337,4596.57763671875,215700
2025-04-16,4558.120362545725,4611.844632047332,4476.322562558222,4525.2236328125,248800
2025-04-17,4570.8069036807165,4588.754734014047,4501.0972659545405,4557.58251953125,216800
2025-04-21,4550.935233553158,4563.063302459923,4356.087617119533,4422.36865234375,235500
2025-04-22,4449.644679632336,4592.660909215441,4441.592389231459,4582.26708984375,236300
2025-04-23,4703.598574405406,4783.492791781817,4648.957057012954,4714.759765625,237900
2025-04-24,4689.935647229791,4827.101949322605,4675.495245149141,4811.36669921875,238000
2025-04-25,4812.014239639935,4861.63304814967,4777.064535781907,4821.80029296875,189600
2025-04-28,4863.217324914441,4899.29302512121,4807.6493211806965,4873.13330078125,232900
2025-04-29,4833.3106646178585,4913.164973273419,4825.1586212257425,4892.3466796875,372300
2025-04-30,4715.956111033627,5098.546022117307,4706.528682363112,5081.74365234375,458000
2025-05-01,4985.067088463478,5142.174828870294,4952.908046332366,5083.88623046875,311600
2025-05-02,5161.238903495387,5208.8047391889195,5100.697824492138,5184.9072265625,270900
2025-05-05,5157.20289888062,5231.944969878889,5157.20289888062,5173.267578125,192500
2025-05-06,5172.3009495478245,5197.962395162471,5134.362047654675,5144.61669921875,182700
2025-05-07,5145.88213281685,5210.568573351747,5114.968792607413,5178.3701171875,157400
2025-05-08,5183.133892933344,5220.325375577157,5147.446983883161,5147.5068359375,209100
2025-05-09,5123.429717465536,5133.7145386738275,5020.674446376698,5055.095703125,228400
2025-05-12,5161.498260518504,5212.013877740536,5071.020451043484,5177.12451171875,293800
2025-05-13,5144.606317264122,5284.373992340086,5133.634414629273,5244.322265625,253600
2025-05-14,5240.445964984063,5270.5325712981685,5164.737494500699,5198.6103515625,195500
2025-05-15,5196.039265112404,5267.253473789231,5191.095874979517,5219.7275390625,155600
2025-05-16,5249.026202649721,5314.091706303585,5203.064694639176,5298.7841796875,200500
2025-05-19,5296.741492548145,5361.47805406392,5209.253366289728,5359.5048828125,158700
2025-05-20,5314.639618546108,5356.485446585724,5271.8074481948,5292.41650390625,178400
2025-05-21,5268.419559829241,5315.7459894039985,5242.9075005218765,5275.1064453125,130900
2025-05-22,5279.271902937593,5333.394699946434,5267.741381315657,5323.5390625,136000
2025-05-23,5262.569208215006,5318.885119699851,5254.527136644149,5314.4599609375,152400
2025-05-27,5338.497473781964,5452.962333983061,5338.497473781964,5432.99169921875,257700
2025-05-28,5432.992015119745,5486.068623492108,5432.992015119745,5456.4306640625,188600
2025-05-29,5461.1542713161125,5490.722158282768,5417.216052608635,5483.07861328125,193600
2025-05-30,5491.050731019983,5513.473351972424,5458.224072337852,5499.9501953125,232700
2025-06-02,5481.085472379001,5525.362852562611,5452.44407581435,5519.86181640625,136700
2025-06-03,5495.1265499425945,5541.327465407278,5445.846903492456,5456.24072265625,212400
2025-06-04,5454.975095059259,5540.998547082842,5454.676321417173,5537.88916015625,209200
2025-06-05,5555.8273666172145,5620.305055539667,5530.913342551667,5551.36279296875,185700
2025-06-06,5605.909011500953,5621.661677109363,5544.2451515265775,5604.96044921875,174100
2025-06-09,5591.573983540177,5613.955374581005,5518.9490115488215,5529.89013671875,199300
2025-06-10,5520.4464246898015,5536.598305784081,5425.928966228123,5478.54833984375,178600
2025-06-11,5478.56813966237,5483.809116836793,5380.68684664833,5456.88525390625,262800
2025-06-12,5455.72746215474,5478.568022346357,5416.484963982677,5452.56298828125,193300
2025-06-13,5335.8139202155135,5364.115294530517,5263.298625048018,5289.27392578125,262000
2025-06-16,5315.82816554107,5370.444098812919,5303.888759675972,5359.8125,224300
2025-06-17,5303.379229707347,5380.097246180148,5275.91674473014,5291.93896484375,196200
2025-06-18,5297.779469287181,5342.702132330559,5268.26046373983,5277.1748046875,181000
2025-06-20,5368.757149105288,5368.757149105288,5265.934169120564,5294.9140625,441900
2025-06-23,5331.161935547075,5340.805489852277,5226.651914277017,5324.25390625,175600
2025-06-24,5380.736633371653,5508.696516024378,5369.256397511954,5472.80810546875,234000
2025-06-25,5455.757372760152,5512.739351778631,5430.6506936044225,5475.9228515625,177300
2025-06-26,5511.171964777292,5622.929267236342,5491.995019418074,5586.38232421875,219300
2025-06-27,5608.094885921645,5701.6637745557655,5603.992086179859,5683.34521484375,297600
2025-06-30,5694.296717151911,5789.043268139419,5681.738259841855,5779.29052734375,287700
2025-07-01,5730.93337708682,5785.809117351521,5671.515651658042,5720.880859375,226100
2025-07-02,5680.220894488099,5700.396121622365,5630.306826873968,5691.96044921875,211400
2025-07-03,5687.498374267827,5750.499773591257,5643.27470557393,5706.974609375,131200
2025-07-07,5715.539885144709,5805.92431640625,5698.120168276558,5805.92431640625,176000
2025-07-08,5805.005926894512,5829.374130111652,5668.241384850738,5703.5107421875,236900
2025-07-09,5750.37030024019,5757.088714425197,5643.404547936571,5658.298828125,185000
2025-07-10,5712.285787251616,5756.379796427115,5654.415203000644,5708.681640625,169200
2025-07-11,5682.8365060672695,5715.550205464575,5650.921236774605,5707.2744140625,150900
2025-07-14,5687.568230867823,5760.023570962825,5679.2524690340415,5756.13037109375,134100
2025-07-15,5733.738461181211,5780.048868304128,5630.306669643399,5665.775390625,163700
2025-07-16,5643.244724925465,5667.5929445005895,5615.552652648985,5648.40576171875,169000
2025-07-17,5646.778604249965,5708.592109071069,5636.695864862331,5674.17138671875,141500
2025-07-18,5739.7083307096655,5739.7083307096655,5674.231212721666,5693.0986328125,147100
2025-07-21,5655.264045068967,5706.6755363877755,5640.24010520409,5667.39306640625,156300
2025-07-22,5710.169168226839,5776.055735552533,5667.742211994384,5765.603515625,143600
2025-07-23,5756.020398402512,5759.664027739379,5670.237908924451,5726.4609375,149500
2025-07-24,5736.064603704478,5748.932586614727,5634.419773509187,5640.28955078125,172500
2025-07-25,5668.750609937091,5670.5175874913275,5614.544125551861,5622.59033203125,184800
2025-07-28,5629.11893562201,5675.229492832379,5573.5344543977635,5668.990234375,225600
2025-07-29,5686.210751415493,5686.210751415493,5532.116173786127,5581.16162109375,324400
2025-07-30,5480.564752019096,5681.788153418726,5422.714151326508,5603.263671875,371400
2025-07-31,5615.332675674872,5654.67510023382,5484.238542359419,5494.6005859375,288400
2025-08-01,5470.052743456595,5470.052743456595,5329.943863103667,5377.03271484375,199600
2025-08-04,5402.69852854633,5471.589688782382,5330.243192018666,5466.67822265625,236900
2025-08-05,5494.471116488736,5498.03480560441,5400.4927690926315,5448.47998046875,221800
2025-08-06,5465.061360931007,5529.31061030302,5405.6933562631575,5526.794921875,199000
2025-08-07,5540.461432559508,5580.392686127504,5396.379408882055,5422.76416015625,202600
2025-08-08,5444.646318571396,5444.646318571396,5357.20701350653,5396.619140625,188800
2025-08-11,5372.5903747821,5422.494693720191,5339.896660386557,5355.03076171875,174900
2025-08-12,5355.030972686847,5458.772297255952,5355.030972686847,5452.15380859375,144500
2025-08-13,5473.916178117877,5473.916178117877,5393.894272521996,5438.55712890625,190500
2025-08-14,5457.604270490133,5509.814191362329,5409.606824047752,5475.34375,179800
2025-08-15,5504.9625412523865,5504.9625412523865,5427.875528484248,5444.916015625,158000
2025-08-18,5439.675290267794,5526.365890606796,5410.20600399696,5522.49267578125,169500
2025-08-19,5529.600220370121,5592.940878554035,5516.652296992235,5574.48291015625,199800
2025-08-20,5574.402995462703,5638.163341553418,5572.685737085582,5630.0869140625,175500
2025-08-21,5638.133008057384,5704.928167085286,5589.457044920845,5700.92529296875,156300
2025-08-22,5715.380707406523,5785.040567269204,5655.313707630314,5711.0380859375,195500
2025-08-25,5698.370058333944,5764.55591972416,5690.323851811958,5693.7978515625,115600
2025-08-26,5691.072231722702,5718.3153683524915,5633.940610413564,5695.8740234375,170900
2025-08-27,5666.434579342226,5683.215747393272,5571.468191137822,5606.02880859375,151200
2025-08-28,5620.323926617387,5655.982750445139,5585.384079826693,5642.2763671875,167900
2025-08-29,5624.457271682331,5624.457271682331,5578.146861314359,5589.42724609375,138900
2025-09-02,5567.73456520776,5567.73456520776,5447.591790336444,5496.087890625,244600
2025-09-03,5515.3644861929315,5587.300697766796,5475.573128618959,5573.35498046875,189800
2025-09-04,5560.4271597830775,5588.878178464194,5444.576803253114,5576.259765625,220400
2025-09-05,5594.06982421875,5652.509765625,5455.0,5505.7998046875,202400
2025-09-08,5528.490234375,5638.5,5509.97998046875,5569.7001953125,214000
2025-09-09,5546.7998046875,5604.43017578125,5517.5,5571.830078125,158800
2025-09-10,5564.0,5564.0,5375.2001953125,5474.81005859375,249700
