Date,Open,High,Low,Close,Volume
2025-04-30,896.9527596401633,906.7741158049461,885.0522459000451,905.1702270507812,1028900
2025-05-01,903.8831178422957,914.6945312252053,896.9031625733487,907.031494140625,451700
2025-05-02,922.1595079320249,925.8623139888866,915.1301225711902,919.9616088867188,822500
2025-05-05,913.763881186503,924.416912000027,911.0412224366213,911.3778686523438,384100
2025-05-06,901.4376685399607,914.5856644277966,897.5566590910395,905.8731079101562,482900
2025-05-07,908.5265158706803,915.7935058951141,905.7444560182388,911.2095336914062,547800
2025-05-08,920.7536905749505,935.5847360602647,917.9914512574239,919.4072265625,626700
2025-05-09,920.7536874139975,922.7733834257397,912.9520276799223,914.2589111328125,684800
2025-05-12,951.8613158027288,955.3463384590344,941.6736431947173,948.5050659179688,807900
2025-05-13,950.3465174214688,958.692696732701,948.45547334025,949.6435546875,604900
2025-05-14,950.4554461219551,960.3461134396289,949.4653883655781,957.4452514648438,679200
2025-05-15,959.0491137679874,979.6027218925243,957.4947158819093,973.3059692382812,1156600
2025-05-16,976.9394635220117,982.2560686893803,972.7515386678448,979.8700561523438,723600
2025-05-19,969.4546550171593,985.7608772276911,966.8211279787328,983.78076171875,495000
2025-05-20,978.0681531070649,989.0676800713254,977.7018365783417,987.79052734375,536700
2025-05-21,979.1670527987376,986.770688586261,961.4351462065888,963.1578369140625,696000
2025-05-22,962.3361161101469,968.0685286278394,956.0789439885664,960.2570190429688,364100
2025-05-23,947.3763186421286,960.0886255573675,940.8518118686093,953.603759765625,517500
2025-05-27,965.9894466067427,971.7416797057485,958.3659898611337,971.5634765625,843100
2025-05-28,972.2267705197008,974.7118250647314,960.098563453126,961.623291015625,367100
2025-05-29,968.3556704331447,969.7912662109359,956.3660255340707,966.6131591796875,455500
2025-05-30,963.4648152523451,970.2268661898851,957.7224923766001,970.147705078125,1061000
2025-06-02,966.0092424372199,970.1476764669953,955.405702472165,968.3457641601562,425000
2025-06-03,966.2962980179624,975.4840623161883,961.3064290528864,972.3653564453125,495700
2025-06-04,977.1870053626167,981.1472363873892,975.1969796041357,979.1373901367188,491700
2025-06-05,984.4224289936327,986.3433527540979,973.9916933000461,980.8294067382812,479400
2025-06-06,989.0605286476577,996.2764615204015,982.6906381469397,984.4025268554688,627700
2025-06-09,986.6319815173871,989.747278744374,976.9079313161274,984.1935424804688,420000
2025-06-10,982.8597868230768,988.4533738639128,980.3715341982082,987.2391357421875,478700
2025-06-11,990.6231705551045,998.5955420687384,985.348086886093,988.632568359375,645700
2025-06-12,985.25843521999,989.8268937666508,979.1174447538731,983.6062622070312,558500
2025-06-13,975.7135379752897,980.9388685164383,962.7945497149332,967.2534790039062,674300
2025-06-16,981.9541213443989,984.5020896847083,972.638057046944,977.4851684570312,522400
2025-06-17,971.2644954183112,975.8229911902698,961.0925479504635,964.6258544921875,624800
2025-06-18,966.2482034068142,983.6261814920722,961.9087054376732,974.9172973632812,662600
2025-06-20,977.5946535172546,982.2725197929309,968.6369441833743,969.8611450195312,859500
2025-06-23,970.7370192751074,981.8147247290335,961.9385313372536,981.6654052734375,642900
2025-06-24,990.8222087515733,1001.123550459844,988.3339560927296,1000.2476806640625,699500
2025-06-25,1002.9947399303495,1015.2071036460364,995.301082005918,1013.296142578125,661800
2025-06-26,1015.7246498807027,1032.127191791983,1012.9178936218997,1025.9464111328125,631200
2025-06-27,1030.7338118217601,1045.0661721969477,1029.4996481571889,1042.8963623046875,799900
2025-06-30,1045.0462525279459,1049.2265901379367,1036.4170695590155,1044.3197021484375,530400
2025-07-01,1041.662111913075,1052.033192421074,1036.5364087878602,1049.3160400390625,472900
2025-07-02,1051.0379453664716,1065.6290932861884,1045.0661388587075,1065.5394287109375,495000
2025-07-03,1066.295837998218,1077.3934690866615,1061.6179716275055,1077.0650634765625,342700
2025-07-07,1078.906359246619,1081.7329802646802,1064.9920697356617,1070.9140625,559700
2025-07-08,1070.366772676461,1074.785851324508,1064.9721968749673,1069.9686279296875,502500
2025-07-09,1074.9251488949483,1083.6539586638748,1072.5762529640056,1083.634033203125,340400
2025-07-10,1086.649819185678,1100.5242576275646,1079.0556672468174,1098.8621826171875,467500
2025-07-11,1094.443010616427,1098.254970030092,1086.6895762915685,1096.4635009765625,545400
2025-07-14,1095.906074568765,1106.9042001530456,1093.2784651256325,1106.2373046875,661800
2025-07-15,1065.8180642903126,1071.4116511173042,1028.9123465079945,1041.244140625,1939400
2025-07-16,1049.634563107376,1081.8424924329956,1048.052068362263,1077.1546630859375,1407200
2025-07-17,1079.9016722080053,1104.0775743292877,1072.0487321042326,1100.1859130859375,1175600
2025-07-18,1106.7051954506483,1113.9309695935237,1097.399033053465,1098.404296875,991300
2025-07-21,1102.4751814211913,1105.4908514317713,1087.884033203125,1087.884033203125,445700
2025-07-22,1090.9295544161344,1098.6233337539893,1081.076171008317,1095.2193603515625,580800
2025-07-23,1098.9816398149426,1117.4543647246928,1095.3886174873376,1115.10546875,653400
2025-07-24,1111.7513105392054,1120.4701577525177,1108.4071134774397,1113.1148681640625,539500
2025-07-25,1117.0462593960594,1125.347157916184,1112.5077496302556,1118.0018310546875,516300
2025-07-28,1118.7183968516076,1120.4003973327224,1109.85023034503,1112.5673828125,299300
2025-07-29,1118.071404208336,1122.6398019842013,1109.511839523687,1116.260009765625,422000
2025-07-30,1112.0499256303563,1121.2564604576569,1104.2267523627004,1109.412353515625,372400
2025-07-31,1103.0823039669133,1115.6827285177294,1098.0559847723587,1100.81298828125,498400
2025-08-01,1083.8829080997752,1092.5022497259672,1072.1383064105673,1086.6697998046875,673200
2025-08-04,1092.8206743835312,1110.8157958984375,1090.103521839785,1110.8157958984375,503100
2025-08-05,1117.4643231492485,1117.4643231492485,1094.3534612658161,1104.4259033203125,481300
2025-08-06,1108.7852760296184,1116.867115556307,1100.7730541166763,1115.274658203125,404900
2025-08-07,1124.6901929433457,1126.6111774394033,1102.9528519058913,1107.600830078125,381400
2025-08-08,1114.4585071689066,1120.8782720964755,1109.3128782922738,1119.683837890625,427800
2025-08-11,1119.7137192487926,1127.7557082668911,1116.508878918243,1122.6300048828125,575600
2025-08-12,1128.9997715898464,1156.042144265108,1126.252731032252,1154.1610107421875,669000
2025-08-13,1161.018670170976,1166.3833573885765,1142.605600819786,1154.5791015625,570800
2025-08-14,1148.706801624315,1157.037466523415,1139.4504532934438,1154.70849609375,407600
2025-08-15,1158.0526779267484,1158.0526779267484,1129.0994048815778,1129.6766357421875,582200
2025-08-18,1128.6714606437347,1135.6385684254863,1121.5251452033253,1130.781494140625,405800
2025-08-19,1120.9877073947227,1129.666703481644,1116.52877808389,1123.1673583984375,611700
2025-08-20,1120.56959028365,1127.516771954391,1108.775297511926,1123.1573486328125,573100
2025-08-21,1119.5344613641864,1123.6948731662592,1113.5726178595955,1119.46484375,275100
2025-08-22,1123.5854680669136,1152.309843098026,1120.7090333218546,1142.77490234375,433700
2025-08-25,1138.037244082758,1144.5962441934475,1131.2292972048776,1131.7568359375,415000
2025-08-26,1129.6966083000325,1137.0419350932941,1120.2412480876699,1134.4442138671875,580200
2025-08-27,1133.0407446261524,1139.400732734159,1126.2428823870348,1126.3125,310000
2025-08-28,1128.4724364421038,1132.6526524658748,1121.8237716316398,1125.16796875,475200
2025-08-29,1126.5812705961268,1128.8107352042502,1113.1943987205489,1121.8436279296875,356100
2025-09-02,1112.5872589562373,1114.7271804500758,1095.4183163492235,1109.53173828125,391300
2025-09-03,1107.3719913790903,1107.9691477461204,1087.525745551705,1094.3236083984375,412900
2025-09-04,1103.7889113705419,1107.7701157397773,1096.4037335267924,1103.550048828125,460000
2025-09-05,1107.7099609375,1110.1800537109375,1088.5699462890625,1099.1500244140625,487600
2025-09-08,1098.280029296875,1105.8199462890625,1094.0,1104.9200439453125,671000
2025-09-09,1101.56005859375,1113.7099609375,1100.050048828125,1105.6700439453125,334200
2025-09-10,1107.280029296875,1118.52001953125,1098.81005859375,1102.8900146484375,367400
